name,category,tier,inScope,inWindow,fundingType,status,geo,hq,founded,founders,totalRaised,rounds,differentiation,confidence,redFlags,url,sources
Matrices,environments,1-pureplay,False,False,undisclosed,active,USA,"San Francisco, CA, USA",2023,"John Qian, Leonardo Axel Setyanto",$0 confirmed / undisclosed,"No funding round confirmed. Tracxn and bizapedia list the company as having raised no disclosed funding. One aggregator search snippet claimed an Index Ventures seed backing, but this is unverified and contradicted by Tracxn/Crunchbase — treat as rumored, not closed.","Classified by Epoch AI's RL-environments FAQ as building browser-native RL/eval environments for web-navigation agents, though its public product presents as an AI-powered spreadsheet that orchestrates parallel agents.",low,"Major scope/identity discrepancy: concrete public product evidence (Tracxn, Crunchbase, bizapedia) describes an AI-powered spreadsheet agent product, NOT RL environments/verifiers; the RL-environment classification comes only from the Epoch AI FAQ and RL-directory aggregators (rl-list, alignlist). No confirmed venture/accelerator round — Tracxn reports zero funding, so inclusion in a 'VC-funded' inventory is not supported. Do not confuse with Matrice.ai (a separate computer-vision company backed by Voltage Park).",https://matrices.ai/,https://www.crunchbase.com/organization/matrices-f9d0 ; https://tracxn.com/d/companies/matrices/__ZJZYPaHQVI36aOdqiIFAQCzYo2o_oy7cIBgidpUfYPM ; https://epoch.ai/gradient-updates/state-of-rl-envs ; https://www.bizapedia.com/ca/matrices-ai-inc.html
Maxim AI,verifiers,adjacent-infra,True,True,vc,active,US/India,"San Francisco, California, USA (offices also in India)",2023,Vaibhav Gangwar (CEO) and Akshay Deo (ex-Google/Postman),$3M,"Seed: $3M, announced Jun 2024, led by Elevation Capital with angels incl. founders of Postman, Chargebee, and Groww.","End-to-end agent simulation, evaluation and observability platform with a configurable graders/evaluators engine to test AI agents across scenarios with automated and human-in-the-loop metrics.",high,"Primarily an agent eval/observability/simulation (LLMOps) platform rather than a producer of RL training environments or reward models; graders/simulation could feed RL loops, so tagged adjacent-infra + inScope. Its evaluation focus is production QA, not model training per se — borderline scope.",https://getmaxim.ai,https://www.elevationcapital.com/portfolio/maxim ; https://indianstartupnews.com/funding/ai-app-evaluation-platform-maxim-ai-raises-usd-3m-in-funding-led-by-elevation-capital-4770595 ; https://www.business-standard.com/companies/start-ups/ai-app-evaluation-platform-maxim-ai-raises-3-mn-led-by-elevation-capital-124061801092_1.html ; https://www.getmaxim.ai/products/agent-simulation-evaluation
Mechanize,mixed,1-pureplay,True,True,vc,active,USA,"San Francisco, CA, USA",2025,"Tamay Besiroglu (CEO), Matthew Barnett, Ege Erdil (all ex-Epoch AI)",~$9.1M,"Seed: $9.1M at $500M post-money valuation, announced April 24, 2026, from Marco Mascorro, Adam D'Angelo, and Devendra Chaplot; additional angel backers named across coverage include Nat Friedman, Daniel Gross, Patrick Collison, Dwarkesh Patel, Sholto Douglas. (Note: reported valuation of $500M is unusually high for the raise size and appears in the company's own tweet/aggregators; treat valuation as company-stated.)","Builds robust, high-fidelity RL environments, benchmarks, and training data ('digital office' simulations) for frontier coding/agentic tasks, working directly with frontier labs including Anthropic toward full automation of economic work.",high,Company's stated $500M post-money valuation against a $9.1M seed is anomalously high and self-reported; verify independently. Broad mission framing (full economic automation) is grander than the concrete product (RL envs/evals).,https://mechanize.work,https://www.mechanize.work/announcing-mechanize-inc/ ; https://x.com/MechanizeWork/status/2047732999878529037 ; https://techcrunch.com/2025/09/21/silicon-valley-bets-big-on-environments-to-train-ai-agents/ ; https://www.rl-list.com/vendors/mechanize
Micro1,tasks,1-pureplay,True,True,vc,active,USA,"San Francisco Bay Area, CA, USA",2022,Ali Ansari (Founder & CEO),~$41.6M,"Series A $35M led by 01 Advisors at ~$500M valuation (Sept 2025; board additions Adam Bain, Joshua Browder). Prior ~$6.6M across earlier rounds (Aug 2023–Aug 2024). Reported ARR ~$50M in 2025 up from ~$7M start of year.","Runs an AI-vetted, top-1% expert network (PhDs, senior engineers) supplying on-demand RLHF and agentic training data to frontier AI labs, positioned as a selective Scale AI/Upwork alternative.",high,"Originally a remote-engineer hiring/vetting platform that pivoted into AI training data — core product is now RLHF/agentic expert data (in scope), but note the pivot. Also expanding into robotics/embodied training-data capture (Ray-Ban kits, Dec 2025), an out-of-scope adjacency; core RLHF-data business keeps it in scope.",https://micro1.ai,https://sacra.com/c/micro1/ ; https://techcrunch.com/2025/09/12/micro1-a-competitor-to-scale-ai-raises-funds-at-500m-valuation/ ; https://techfundingnews.com/scaleai-rival-micro1-nabs-35m-at-500m-valuation-to-challenge-ai-data-labelling-titans/ ; https://www.forbes.com/sites/annatong/2025/12/04/this-24-year-old-built-a-multibillion-dollar-ai-training-empire-in-eight-months/
Morph Labs,mixed,adjacent-infra,True,True,vc,active,USA,"San Francisco, CA, USA",2023,"Jesse Han (CEO) — ex-OpenAI research scientist (GPT-4, automated theorem proving)",~$5.75M,"Seed: $5.75M led by Khosla Ventures (September 2024), with a16z Bio + Health, Betaworks, and Roar Venture among others. No confirmed later priced round; incubated Mathematics, Inc. (Gauss autoformalization agent) in 2025.","Builds Infinibranch, a rapid compute-branching / snapshot environment infrastructure for massively parallel agents, aimed at autoformalization and 'verified' reasoning (verifier-driven, formally-checked AI reasoning).",medium,"Do NOT confuse with Morpho Labs (DeFi lending protocol, raised $18M then $175M from a16z/Paradigm) — different company. a16z link is via a16z Bio + Health as a seed participant, not a lead. Product straddles environment compute infra (Infinibranch = adjacent-infra) and verifier/autoformalization work; verified-reasoning angle keeps it in scope. Some verifier work spun into Mathematics, Inc.",https://morph.so,https://x.com/morph_labs/status/1966223824078479667 ; https://tracxn.com/d/companies/morph-labs/__8ZZWlPNWnRct4CJf-JJjU940HzzVxh1CEZxBQBG6tXg ; https://www.cbinsights.com/company/morph-labs ; https://grokipedia.com/page/Morph_Labs
Nous Research,environments,adjacent-infra,True,True,vc,active,US,New York / United States (decentralized team),2023,"Jeffrey Quesnelle (CEO), Karan Malhotra, and Teknium (Ryan) among the founding collective; early open-source group",~$65M (≈$15M early + $50M Series A),"Series A $50M led by Paradigm, announced Apr 2025, at reported ~$1B valuation. Prior ~$15M from Together AI, Distributed Global, North Island Ventures, Delphi Digital and Raj Gokal; some outlets cite ~$65M cumulative.","Publishes Atropos, an open-source LLM reinforcement-learning environments framework (1,200+ tasks across math/code/tool-use) for collecting and evaluating trajectories, paired with distributed/decentralized RL post-training (Psyche).",medium,"Primarily a decentralized open-source AI model lab (Hermes models, Psyche network); Atropos RL-environments framework is a genuine but open-source/free line, not a commercial env/task/verifier product — hence tier adjacent-infra rather than pureplay. Founder attribution and exact HQ are medium-confidence (collective/decentralized origin, pseudonymous members); the ~$1B valuation and $65M cumulative figures come from secondary/crypto-press outlets.",https://nousresearch.com,https://www.theblock.co/post/352000/paradigm-leads-50-million-usd-round-decentralized-ai-project-nous-research ; https://siliconangle.com/2025/04/25/nous-research-raises-50m-decentralized-ai-training-led-paradigm/ ; https://theaiinsider.tech/2025/04/30/nous-research-lands-65m-to-champion-open-source-approach-to-ai-development/ ; https://github.com/NousResearch/atropos
OpenPipe,verifiers,adjacent-infra,True,True,acquired,acquired,USA,"Seattle / Bellevue, Washington, USA",2023,"Kyle Corbitt (CEO), David Corbitt",$6.7M disclosed seed (pre-acquisition),"Acquired by CoreWeave (announced Sep 3, 2025; terms undisclosed). Prior: $6.7M seed closed ~March 2024, led by Costanoa Ventures with Y Combinator, Logan Kilpatrick, Alex Graveley, Tom Preston-Werner. YC S23 batch.","Open-source Agent Reinforcement Trainer (ART) that RL-fine-tunes agents via rollouts, custom reward functions (RULER), and GRPO to teach agents to recover from errors on real tasks.",high,"Product is an RL fine-tuning/training framework (reward-model + GRPO tooling) rather than a catalog of environments/tasks; classified adjacent-infra. Now a CoreWeave subsidiary, no longer independent.",https://openpipe.ai,https://www.geekwire.com/2025/coreweave-to-acquire-openpipe-a-seattle-area-reinforcement-learning-startup/ ; https://www.coreweave.com/news/coreweave-to-acquire-openpipe-leader-in-reinforcement-learning ; https://sacra.com/c/openpipe/ ; https://www.ycombinator.com/companies/openpipe
Osmosis,mixed,adjacent-infra,True,True,vc,active,United States,"San Francisco, CA",2024,"Kasey Zhang (Co-Founder & CEO; previously founded/ran an acquired gaming startup, then AI/data-focused VC roles) and Andy Lyu (Co-Founder & CTO; ex-TikTok real-time recommendations/data infra tech lead)",$6.3M,"Seed: $6.3M, announced Oct 2025 (company launched out of stealth), co-led by CRV and Audacious Ventures; angels incl. Paul Graham, Guillermo Rauch, Misha Laskin, Erik Bernhardsson, Shane Gu, Bryant Chou, Sara Du, Matteo Franceschetti, Troy Demmer. YC W25 batch (accelerator). Legal entity: Gulp AI Inc.","A forward-deployed reinforcement fine-tuning platform that captures customers' real-world feedback, converts it into structured reward functions, and RL-post-trains open models (Llama/Mistral/Gemma) to beat foundation models on task-specific cost/latency/performance.",high,"Core product is an RL post-training/fine-tuning PLATFORM (RL training infra), so classed adjacent-infra rather than pure env/task/verifier vendor; inScope kept true because building structured reward functions/verifiers for agent training is central to the offering. Operates under legal entity Gulp AI Inc.; ensure Crunchbase 'gulp-ai' record is the same company (it is).",https://osmosis.ai,https://www.crunchbase.com/organization/gulp-ai ; https://www.ycombinator.com/companies/osmosis ; https://osmosis.ai/about ; https://www.trysignalbase.com/news/funding/osmosis-raises-63m-seed-round-for-ai-reinforcement-fine-tuning
Pareto AI,tasks,2-incumbent-line,True,True,vc,active,US,"San Francisco, California, USA",2020,"Phoebe Yao (CEO, Thiel Fellow, Forbes 30 Under 30)",~$14M (aggregator-reported); $4.5M seed confirmed,"Seed: $4.5M closed 14 Mar 2022, investors incl. Foothill Ventures, MaC Venture Capital, SoGal Ventures, Soma Capital, Liquid 2 Ventures, Fearless Fund, Seabed VC. Aggregators (StartupHub/Crunchbase) report ~$14M total raised, implying additional undisclosed follow-on funding not individually confirmed.","Talent-first expert human-data platform positioning itself as 'the verification layer for reinforcement learning on real-world expertise,' supplying vetted expert labelers for RLHF, agentic post-training, and complex evaluations.",medium,"Core is expert human-data-labeling/RLHF data (a data-services incumbent that added RL/verification framing), not an RL-environment or verifier software product — inScope=true because it supplies agentic tasks/data-for-RL and reward/verification data. $14M total is aggregator-derived; only the $4.5M 2022 seed is firmly documented. Founding year varies by source (Pareto began ~2019-2020 as a labor bootcamp).",https://pareto.ai,https://www.crunchbase.com/organization/pareto-65f7 ; https://www.startuphub.ai/startups/pareto-ai ; https://pareto.ai/about-us ; https://pareto.ai/solutions
Periodic Labs,verifiers,adjacent-infra,True,True,vc,active,USA,"San Francisco, CA, USA",2025,"Liam Fedus (ex-OpenAI VP Research, ChatGPT co-creator), Ekin Dogus Cubuk (ex-Google Brain / DeepMind materials & chemistry lead)",$300M (confirmed closed),"Seed: $300M, announced Sept 30 2025, led by Andreessen Horowitz (a16z), with Felicis, DST Global, NVIDIA, Accel, and angels Jeff Bezos, Eric Schmidt, Jeff Dean, Elad Gil; reported ~$1.3B post-money valuation. March 2026: Bloomberg reported talks for a new round at ~$7B valuation (RUMORED, not confirmed closed).",Building an autonomous physical lab so that real experiments serve as the RL environment and produce experimentally-verified reward signals ('nature is our RL environment') to train AI scientists.,high,"Borderline scope: Periodic is an AI-science lab building 'AI scientists', not a merchant vendor selling environments/verifiers to third parties; its verified reward signals are an internal means to an end and are tied to physical-world lab experimentation (materials/superconductors). Counted inScope because it explicitly produces experimentally-verified RL reward signals, but flagged as adjacent. The ~$7B-valuation round is rumored/in-talks, not confirmed closed.",https://periodic.com,https://techcrunch.com/2025/09/30/former-openai-and-deepmind-researchers-raise-whopping-300m-seed-to-automate-science/ ; https://www.wsgr.com/en/insights/wilson-sonsini-advises-periodic-labs-on-dollar300-million-seed-round.html ; https://a16z.com/announcement/investing-in-periodic-labs/ ; https://research.contrary.com/company/periodic-labs
Plato,environments,1-pureplay,True,True,vc,active,USA,"San Francisco, CA, USA",2025,"Pranav Putta and Robert Farlow (legal entity: Plato Technologies, Inc.)",Undisclosed (pre-seed/seed; amount not public),Pre-seed/seed (2025) — investor Hawk Hill Ventures confirmed (per PitchBook). Exact round size and date not publicly disclosed; no press release located. PitchBook lists it as a 2025-founded SF company with ~10 employees.,"Builds simulated 'worlds' — high-fidelity replicas of real websites/software (Amazon/Airbnb/Gmail-style) plus a full Linux desktop 'Computer Use' target — as RL environments with structured APIs for interaction, state tracking, and scoring to train and evaluate browser/computer-use agents.",medium,"Exact funding amount and round date not publicly disclosed — only investor (Hawk Hill Ventures) confirmed via aggregator. DISAMBIGUATION: distinct from the Berlin wholesale/ERP 'Plato' (Nolte/Morales/Birch, $14.5M seed led by Atomico), from the older engineering-mentorship 'Plato' (Quang Hoang, acquired by Coda), and from Plato Systems/Plato Technologies Inc unrelated entities.",https://plato.so,https://plato.so/ ; https://pitchbook.com/profiles/company/752634-64 ; https://www.rl-list.com/rl-environments-for-enterprise ; https://www.linkedin.com/in/robfarlow/
Predibase,verifiers,adjacent-infra,True,True,acquired,acquired,US,"San Francisco, CA",2021,"Piero Molino (CEO), Travis Addair (CTO), Devvret Rishi (CPO) — Molino and Addair previously at Uber (Ludwig/Horovod)",~$28M pre-acquisition; acquired by Rubrik for reported $100M+,"Acquired by Rubrik, announced 25 Jun 2025 (reported $100M+, CNBC range $100M–$500M; terms undisclosed). Prior VC: Series A extension ~$12.2M May 2023 led by Felicis; Series A $16.25M May 2022 led by Greylock (Factory + angels); seed ~2021. ~$28M total raised pre-acquisition.",End-to-end reinforcement fine-tuning (RFT) platform that lets teams fine-tune open-source models using user-defined reward functions/graders instead of large labeled datasets.,high,"Core product is a model fine-tuning/RFT platform (RL training infrastructure), not a standalone environment/task/verifier product — its reward-grader capability is the verifier angle, hence adjacent-infra. fundingType marked 'acquired' though it was VC-backed (Greylock/Felicis) within the window. Acquisition price not officially disclosed (range reported).",https://predibase.com,https://www.rubrik.com/company/newsroom/press-releases/25/rubrik-to-acquire-predibase-to-accelerate-agentic-ai-adoption ; https://techcrunch.com/2025/06/25/rubrik-acquires-predibase-to-accelerate-adoption-of-ai-agents/ ; https://siliconangle.com/2025/06/25/rubrik-acquires-llm-tooling-startup-predibase-reported-100m/ ; https://www.cnbc.com/2025/06/25/rubrik-agrees-to-buy-ai-startup-predibase-for-over-100-million.html
Preference Model,environments,1-pureplay,True,True,vc,active,USA,"San Francisco, CA",2025,"Undisclosed named founders; founding team has prior data/infra experience at Anthropic, Stripe, and Datology (per company site and SPC).",Undisclosed,Seed round (amount undisclosed) backed by South Park Commons and Scale Angels Fund; no dated/closed amount publicly confirmed — only investor names and PitchBook/SPC portfolio listing.,"Builds high-quality RL training environments that reflect real-world complexity with diverse tasks and robust reward functions, partnering directly with frontier AI labs.",medium,No press release or confirmed seed amount found — only aggregator/portfolio snippets. Founder names not publicly verified. Very early/thin public footprint. PitchBook mis-tags industry as 'B2C Non-Financial'.,https://preferencemodel.com,https://www.preferencemodel.com/ ; https://www.southparkcommons.com/companies/preference-models/ ; https://pitchbook.com/profiles/company/1324992-25 ; https://www.startuphub.ai/startups/preferencemodel-com
Prime Intellect,mixed,adjacent-infra,True,True,vc,active,USA,"San Francisco, CA, USA",2024,"Vincent Weisser (CEO), Johannes Hagemann (CTO)",>$150M,"Seed extension: $15M in Feb 2025 led by Founders Fund, with Menlo Ventures and angels (Andrej Karpathy, Clem Delangue, Balaji Srinivasan, Emad Mostaque). Series A: $130M at $1B valuation led by Radical Ventures with NVIDIA Ventures, Intel Capital, Dell Technologies Capital, Iconiq (announced July 2026). Total >$150M.","Runs an open 'Environments Hub' ('Hugging Face for RL environments', 2,500+ community environments plus verifiers and the PRIME-RL framework) alongside decentralized compute for the open superintelligence stack.",high,"In-scope via the Environments Hub + open-source verifiers, but the company is broader than a pure env vendor: decentralized compute, distributed training, and its own INTELLECT models are equally central — hence adjacent-infra rather than 1-pureplay. Environments Hub is largely open/community-contributed (monetization is via compute), so it is a platform play more than a per-environment vendor.",https://primeintellect.ai,https://www.primeintellect.ai/blog/fundraise ; https://www.primeintellect.ai/blog/series-a ; https://techcrunch.com/2026/07/08/prime-intellect-raises-130m-series-a-to-help-enterprises-build-their-own-ai-agents/ ; https://the-decoder.com/prime-intellect-launches-an-open-platform-for-reinforcement-learning-environments/
Proximal,mixed,1-pureplay,True,True,vc,active,USA / India,"San Francisco, CA, USA (with Bangalore, India presence)",2025,"Justus Mattern, Calvin Chen, Navid Pour","Undisclosed (seed, led by Scribble Ventures)","Seed round (amount undisclosed) led by Scribble Ventures, with angel investors from OpenAI, Anthropic, Thinking Machines, Google DeepMind, xAI, Meta Superintelligence, Cursor, and Cognition. Round confirmed via vendor profile; exact amount, date, and valuation not disclosed.","Builds high-fidelity, long-horizon RL coding environments grounded in real codebases using software-driven data engines (not human contractors), plus research on reward-hacking detection and 'fuzzy verifiers' that score code quality beyond functional correctness.",medium,"Seed amount and close date undisclosed; funding confirmed only via RL-List vendor profile and company blog, not a primary funding announcement or Crunchbase filing. Covers both environments and verifiers (mixed). Do not confuse with other 'Proximal' entities (proximal policy / healthcare).",https://www.proximal.ai,https://www.rl-list.com/vendors/proximal ; https://www.proximal.ai/blog/our-problems ; https://alignlist.com/guides/top-40-rl-environments-startups-and-companies
Refresh,mixed,1-pureplay,True,True,accelerator-only,active,USA,"San Francisco, CA, USA",2025,"Christopher Settles (CEO, ex-Uber AI ML tech lead, UIUC), Erik Quintanilla (CTO, ex-Capital One, ex-Amazon)",Undisclosed (YC accelerator only; no priced round found),"Y Combinator X25 (later relabeled P25) accelerator batch, 2025. No priced seed round found; only YC accelerator investment confirmed. Team ~5, based in SF.",Builds simulation-environment 'training gyms' with deterministic and rubric-based verifiable rewards that turn real software-engineering and computer-use workflows (terminal + GUI) into RL training and eval tasks.,medium,"URL discrepancy: the task lists refresh.com, but the YC RL-environments company is at refresh.dev — refresh.com appears to be an unrelated entity (name collision; 'Refresh' is a common name). No priced venture round found beyond the YC accelerator investment, so fundingType is accelerator-only on available evidence.",https://refresh.dev,https://www.ycombinator.com/companies/refresh ; https://www.ycombinator.com/launches/Ncy-refresh-turning-real-work-into-rl-training-grounds ; https://refresh.dev/ ; https://www.linkedin.com/in/christopher-settles
Rubric AI,verifiers,1-pureplay,True,True,accelerator-only,active,USA,"San Francisco, CA, USA",2025,"Pragya Saboo (solo founder; ex-Asana PM, ex-Product Lead at Apella healthcare AI)",~$500K (reported),Seed / YC standard deal — part of Y Combinator Winter 2026 (W26) batch; ~$500K reported (Y Combinator + Inventum Ventures per Seedtable). No larger priced round confirmed.,Turns credentialed expert judgment into rubric-based reward signals and RL environments for non-verifiable/high-stakes domains where ground-truth verifiers don't exist.,medium,"Task hint said 'YC 2025 seed' but company is actually YC W26 (Winter 2026). Non-technical solo founder, tiny team (~2). Funding figure ($500K) appears to be YC/accelerator standard deal, not a separate priced seed — flag as accelerator-only, not a true VC round. Competes directly with Scale/Surge in a crowded expert-data space.",https://therubric.ai/,https://www.ycombinator.com/companies/rubric-ai ; https://seedtable.com/companies/rubric-ai ; https://pitchbook.com/profiles/company/1242228-79 ; https://yctierlist.com/w26/rubric-ai/
Runloop,environments,adjacent-infra,True,True,vc,active,USA,"San Francisco, CA, USA",2023,"Jonathan Wall (co-founder/CEO; previously co-founded Google Wallet and fintech Index, acquired by Stripe); team from Stripe, Vercel, Scale AI, Google",$7M,"Seed: $7M, closed/announced July 2025, led by The General Partnership, with participation from Blank Ventures. Valuation not disclosed.","Provides enterprise-grade 'Devboxes' — secure isolated micro-VM sandboxes plus GitHub integration, snapshots, blueprints, and public coding benchmarks/eval harnesses — purpose-built for executing, evaluating, and deploying AI coding agents.",high,"Core product is agent sandbox / RL-training infrastructure (devboxes) rather than a catalog of pre-built RL environments/tasks/verifiers — classified adjacent-infra. It does ship evaluation harnesses and public coding benchmarks, which supports inScope=true, but it sits closer to sandbox/runtime infra than a pure env/task/verifier vendor. Founded year (2023) approximate.",https://runloop.ai,https://www.prnewswire.com/news-releases/runloop-raises-7m-seed-round-to-bring-enterprise-grade-infrastructure-to-ai-coding-agents-302516898.html ; https://venturebeat.com/ai/runloop-lands-7m-to-power-ai-coding-agents-with-cloud-based-devboxes ; https://runloop.ai/media/runloop-raises-7m-seed-round-to-bring-enterprise-grade-infrastructure-to-ai-coding-agents ; https://tracxn.com/d/companies/runloopai/__ECe7xqHfaLi4T6YxUHt-xbSUyvObBZXTwzJis1wq408
RunRL,mixed,adjacent-infra,True,True,accelerator-only,active,USA,"San Francisco, CA, USA",2025,"Andrew Gritsevskiy, Derik Kauffman",~$500K,"Seed / accelerator round ~$500K, Jun 2025, from Y Combinator (YC X25 batch). No priced venture round confirmed beyond YC. Launched publicly via Launch HN in Sep 2025.","RL-as-a-service platform where users define a metric/reward and RunRL trains their model or agent with reinforcement learning without them managing GPU clusters, including reward/verifier configuration.",high,"Core product is RL training infrastructure (RL-as-a-service), not a standalone environment/task/verifier catalog — reward/verifier setup is a configuration layer users bring, so it sits adjacent to the pure env/verifier category. Only YC accelerator funding confirmed (~$500K); no larger venture round found.",https://runrl.com,https://www.ycombinator.com/companies/runrl ; https://news.ycombinator.com/item?id=45277704 ; https://tracxn.com/d/companies/runrl/__klQnA8-S2fZjaVm7L-PUjoEc86V99hAP2Sk70_Lkc9k ; https://www.crunchbase.com/organization/runrl
Sepal AI,mixed,1-pureplay,True,True,acquired,acquired,USA,"San Francisco, CA, USA",2024,"Robert Lin, Fedor Paretsky, Kat Hu",~$500K (pre-acquisition),"YC Summer 2024 batch; ~$500K raised (round dated Oct 25, 2024) with Y Combinator, Team Ignite Ventures, plus Metaplanet Holdings, SID Venture Partners and Sterling Road per aggregators. Acquired by Mercor (announced Feb 2026, Orrick advised).","Data-research company producing high-quality training data, expert-graded evaluation benchmarks and RL environments for frontier LLMs, drawing on a network of 20k+ domain experts (PhD/finance/medical/STEM).",high,Acquired by Mercor Feb 2026 — no longer independent. Funding amount ($500K) from aggregators only; acquisition terms undisclosed.,https://www.sepal.ai,https://www.orrick.com/en/News/2026/02/Mercor-Acquires-Sepal-AI ; https://www.ycombinator.com/companies (S24) ; https://tracxn.com/d/companies/sepal-ai ; https://www.rl-list.com/vendors/sepal-ai
SuperAnnotate,environments,2-incumbent-line,True,True,vc,active,USA / Armenia,"San Francisco, CA (R&D in Yerevan, Armenia)",2018,Vahan Petrosyan and Tigran Petrosyan (brothers),~$50M+,"Series B: $36M, Nov 2024, led by Socium Ventures (Cox Enterprises), with NVIDIA, Databricks Ventures, Play Time Ventures (Messi), Glynn Capital, plus existing investors. Earlier Series A ($14.5M, 2021, Base10/Point72) and 2020 seed (YC S18).",Data-annotation/data-management incumbent now designing and running end-to-end RL environment programs — collecting human trajectories and building reward systems via its managed SME expert network (SME Careers).,high,"Core historical product is a data-annotation/data-management platform; RL environments are a newer line built on the expert network, hence tier 2 not pureplay. Query's 'Smash Capital' lead was not confirmed — Series B was led by Socium Ventures.",https://www.superannotate.com,https://www.superannotate.com/blog/superannotate-36m-series-b-funding-round ; https://www.superannotate.com/blog/rl-environments ; https://tracxn.com/d/companies/superannotate/__CYkGxumXxYNfmgAkgkxcG-9eIFCvwcCZZDcAuLmqd1A
Taste Labs,mixed,1-pureplay,True,True,vc,active,USA,"New York, NY",2025,"Thais Castello Branco (CEO & Founder); founding team incl. Marcelo Afonseca, engineers from Exa, Palantir, Mercado Libre",$18.5M,"Seed: $18.5M, June 2026, co-led by CRV and Amplify Partners (also Latitud and others). Emerged from stealth June 16, 2026.","Builds the 'taste layer' — preference datasets, rubrics, evaluation environments and RL post-training data to give frontier models and agents subjective judgment and 'end AI slop.'",high,"Very new (out of stealth June 2026); product spans preference data + evals + RL environments, so category is genuinely mixed rather than a single narrow env/verifier product. Domain focus initially design/creative 'taste' rather than general agentic tasks.",https://www.tastelabs.ai,https://app.dealroom.co/news/note/taste-labs-launches-with-18-5m-seed-to-give-ai-taste ; https://www.amplifypartners.com/blog-posts/kill-the-slop-announcing-our-investment-in-taste ; https://x.com/thaiscbranco_/status/2066912871649574945 ; https://www.the-sourcecode.com/startups/taste-labs-emerges-from-stealth-with-185m-to-sell-judgment-to-an-ai-industry-drowning-in-its-own-output
TensorZero,verifiers,adjacent-infra,False,True,vc,active,USA,"New York, NY, USA",2024,"Gabriel Bianconi (CEO; ex-CPO Ondo Finance), Viraj Mehta (CTO; CMU PhD in RL)",$7.3M,"Seed $7.3M announced Aug 2025, led by FirstMark Capital, with Bessemer Venture Partners, Bedrock, DRW, Coalition and strategic angels. Open-source release Sept 2024.","An open-source (Rust) LLMOps stack that unifies gateway, observability, optimization, evaluation and experimentation, reframing LLM applications as reinforcement-learning problems that improve from real-world feedback (SFT/DPO/RLHF).",high,"OUT OF SCOPE as an env/task/verifier product: TensorZero is an LLM OPTIMIZATION GATEWAY / LLMOps stack. It uses RL feedback loops (RLHF/DPO) to optimize an app's own models, but does not sell RL environments, agentic task datasets, or standalone verifiers/reward models — hence adjacent-infra. Batch hint said 'YC seed' but the confirmed lead is FirstMark; no verification of a Y Combinator batch was found — treat 'YC' as unconfirmed.",https://tensorzero.com,https://www.tensorzero.com/blog/tensorzero-raises-7-3m-seed-round-to-build-an-open-source-stack-for-industrial-grade-llm-applications/ ; https://venturebeat.com/infrastructure/tensorzero-nabs-7-3m-seed-to-solve-the-messy-world-of-enterprise-llm-development ; https://www.finsmes.com/2025/08/tensorzero-raises-7-3m-in-seed-funding.html ; https://firstmark.com/portfolio/tensorzero/
The LLM Data Company (TLDC / doteval),mixed,1-pureplay,True,True,vc,active,US,"San Francisco, US",2025,"Gavin Bains, Joseph Besgen, Daanish Khazi",$500K–$3.6M (conflicting sources),"YC X25 (Spring 2025) + pre-seed/seed. Aggregators report $500K seed Jun 2025; YC job posting states '$3.6M raised from Tier 1 VCs' (later/larger). Listed investors include Y Combinator, True Ventures, NextGen Venture Partners, Safe AI Fund. FUNDING FIGURES CONFLICT — verify.","Builds post-training data and RL environments for frontier labs in critical/expert domains, plus 'doteval' tooling to write, version and execute evals and RL reward/verifier definitions.",medium,Funding amount discrepancy: aggregators say $500K seed (Jun 2025) but company's own YC job post claims $3.6M from Tier 1 VCs — likely a later raise not yet in aggregators. Task hint says 'YC S25' but YC profile lists X25/Spring 2025 batch. Genuinely in scope (RL environments + verifiers/evals + post-training data).,https://thellmdatacompany.com,https://www.ycombinator.com/companies/the-llm-data-company ; https://www.ycombinator.com/companies/the-llm-data-company/jobs/wiLmHqV-founding-research-engineer ; https://startupintros.com/orgs/the-llm-data-company ; https://www.crunchbase.com/organization/the-llm-data-company
Theta (Theta Software),environments,1-pureplay,True,True,accelerator-only,active,USA,"San Francisco, California, USA",2025,"Rayan Garg (CEO), Tanmay Sharma (co-founder, CPO), Gurvir Singh (co-founder)",Undisclosed (YC-backed),Y Combinator X25 (Spring 2025) batch — standard YC accelerator deal. Crunchbase lists a seed stage but amount/lead undisclosed; no confirmed priced venture round found.,Translates real-world enterprise workspaces/software into high-fidelity simulation environments to train and post-train expert-level computer/browser-use agents.,medium,"Details thin; some messaging mixes an 'agent memory / real-time learning' product with the RL-environment builder. Name collides with ThetaRay (fraud detection), Theta Labs (blockchain), ThetaEvolve (research). Disambiguated to YC X25 Theta Software (thetasoftware.com). Funding beyond YC unconfirmed.",https://thetasoftware.com,https://www.ycombinator.com/companies/theta ; https://pitchbook.com/profiles/company/863173-27 ; https://www.crunchbase.com/organization/theta-software ; https://www.rl-list.com/
