company,title,titleFamily,location,workModel,primaryCity,seniority,comp,confidence,fitNote,url
Redox,Senior Product Manager II – AI Platform & Agentic Experience,product,United States (Remote),remote,Remote,Senior IC,,likely-live,"Lead agentic product strategy (MCP server → native agents) with AI cost/quality/eval tradeoffs; product + eval fit, healthcare domain.",https://jobs.lever.co/redoxengine/fac461a3-db8a-4580-a8ba-36be4f977aec
ActiveCampaign,Principal Product Manager,product,United States (Remote),remote,Remote,Principal IC,,uncertain,"Design eval frameworks — golden sets, quality rubrics, output grading — for a reasoning agent; explicit rubric/eval-design match (senior IC, not people-manager).",https://jobs.lever.co/activecampaign/232f468d-13ee-43f0-ab5b-88cc750cf64a
Fractional AI,Forward Deployed Product Manager,forward-deployed,San Francisco / New York,hybrid,San Francisco,Mid-Senior,,likely-live,"Turns customer problems (content moderation, CX) into deployed AI solutions; customer-facing product work, not heavy SWE",https://jobs.ashbyhq.com/fractional-ai/d93607e0-3e38-4a6f-a05e-f293d3f3bdf4
Fractional AI,Associate Forward Deployed Product Manager,forward-deployed,San Francisco,hybrid,San Francisco,Mid,,likely-live,Entry/associate FDPM; discovery-to-deployment of AI solutions with customers,https://jobs.ashbyhq.com/fractional-ai/ccd11e11-7167-4e58-833b-1a7c64652c47
Abridge,Founding Forward Deployed Product Manager,forward-deployed,San Francisco (hybrid M/W/F),hybrid,San Francisco,Senior/Founding,$260K–$290K,likely-live,"Founding FDPM at healthcare AI scale-up; embedded customer deployment, requires SF relocation",https://www.startuphub.ai/jobs/abridge/founding-forward-deployed-product-manager-18ee3c
Tribe AI,Senior Forward Deployed Product Manager,forward-deployed,Remote,remote,Remote,Senior/Lead,,likely-live,~80% embedded with client accounts bridging business needs and technical delivery; strong discovery/PM fit,https://www.tribe.ai/job-postings/lead-product-manager-forward-deployed
Forge,Forward Deployed Strategist,forward-deployed,Remote / US,unknown,Remote,Senior,$150K–$225K,likely-live,"Owns strategic customers to drive automation adoption and expansion; customer-workflow-heavy, light coding",https://jobs.ashbyhq.com/forge/c1724ef7-8f2b-40f1-8db6-965104cf8815
Pallet,Deployment Strategist (AI/ML Product),delivery-program,Remote / US,unknown,Remote,Mid-Senior,,likely-live,"Owns customer deployments end-to-end; connective tissue between customers, eng, product, sales, CS",https://job-boards.greenhouse.io/pallet/jobs/5072889007
Forerunner,Deployment Strategist,delivery-program,Remote / US,unknown,Remote,Mid-Senior,,likely-live,"Owns discovery-to-go-live at intersection of strategy, project management, operational delivery",https://job-boards.greenhouse.io/forerunner/jobs/4996982007
Factory.ai,Deployment Strategist,delivery-program,San Francisco,onsite,San Francisco,Mid-Senior,,likely-live,Turns high-value AI use cases into measurable customer outcomes; Series C coding-agent startup,https://factory.ai/careers/deployment-strategist
Auctor,Founding Product Operations Manager,product,Remote / US,unknown,Remote,Founding,,likely-live,AI layer for professional services/implementation; product ops + discovery + documentation focus,https://jobs.ashbyhq.com/auctor/89ac2222-83be-4bd5-9f61-741ed22def45
Auctor,Product Manager,product,Remote / US,unknown,Remote,Mid-Senior,,likely-live,PM for AI-for-services platform automating discovery and decision-making,https://jobs.ashbyhq.com/auctor/9ea1351c-7aab-4bea-80de-c26750517e8b
Onebrief,"Staff Product Manager, Applied AI",product,Remote / US,unknown,Remote,Staff IC,,likely-live,"Applied-AI product ownership; staff IC, matches product + domain-writing profile",https://jobs.ashbyhq.com/onebrief/f63e0d53-96e6-47f2-aae1-d39b2a19171b
Tessera Labs,Product Manager,product,Remote / US,unknown,Remote,Mid-Senior,,likely-live,"Sits at intersection of PM, data science, eng, and customer outcomes; turns AI capabilities into products",https://jobs.ashbyhq.com/tessera-labs/ea05dfd6-92d7-4ccc-aa53-2f31a85928c5
Runlayer,Founding Product Manager,product,Remote / US,unknown,Remote,Founding,,likely-live,"Owns product strategy for enterprise MCP control plane, working directly with customers and engineers",https://jobs.ashbyhq.com/runlayer/35fbc5a4-8475-4f46-ba91-2736521caf6f
Handshake AI,Strategic Projects Lead,delivery-program,Remote / US,unknown,Remote,Lead IC,,likely-live,Owns end-to-end execution of large-scale AI data programs; delivery + ops + eval design,https://jobs.ashbyhq.com/handshake/c5753428-968f-4142-9dbc-49d419f0a020
Pareto.AI,Strategic Projects Lead,delivery-program,Remote / US,unknown,Remote,Lead IC,,likely-live,Owns architecture and continuous improvement of data collection/evaluation workflows; rubric/eval design fit,https://jobs.ashbyhq.com/pareto-ai/ea19be9c-12b5-4aae-97c6-5a9b22a1f414
Synthesia,Delivery Program Manager,delivery-program,Remote / Hybrid,hybrid,Multiple,Mid-Senior,,likely-live,Coordinates execution of enterprise projects at leading AI video platform; program/delivery management,https://jobs.ashbyhq.com/synthesia/4358c197-7d4a-45eb-8dd6-4a5c96999534
Peregrine Technologies,Deployment Strategist,delivery-program,US,unknown,Multiple,Mid-Senior,,uncertain,Deploys data-to-operational-intelligence platform for public safety/gov customers; customer-workflow delivery,https://job-boards.greenhouse.io/peregrinetechnologies/jobs/4003570005
Scale AI,"Forward Deployed Product Manager, Enterprise",forward-deployed,San Francisco Bay Area,hybrid,San Francisco,Senior,,likely-live,Enterprise FDPM bridging AI capabilities to customer workflows; product + customer-facing deployment.,https://scale.com/careers/4673051005
Tribe AI,Forward Deployed Product Manager Lead,forward-deployed,NY / SF / Remote (US),remote,Multiple,Lead,"$200,000 - $300,000 + equity",likely-live,"Lead FDPM at AI services/deployment firm; remote-friendly, strong comp, delivery + product blend.",https://www.tribe.ai/job-postings/lead-product-manager-forward-deployed
David AI,Deployment Strategist,forward-deployed,San Francisco,onsite,San Francisco,Mid-Senior,,likely-live,Trusted partner on audio-AI initiatives; works with senior stakeholders to uncover opportunities and design solutions - strategic-intelligence + discovery fit.,https://www.ycombinator.com/companies/david-ai/jobs/wXlgOpO-deployment-strategist
Palantir,Deployment Strategist,forward-deployed,Washington DC / Multiple US,onsite,Multiple,Mid-Senior,"$110,000 - $170,000",likely-live,Turns data into operational action alongside engineers/designers; light scripting valued but not SWE. Travel 25-75%.,https://jobs.lever.co/palantir/e0ab8226-b928-4e3a-bf87-08fe7b1ea595
Hebbia,Forward Deployed Investor (AI Strategist),forward-deployed,"New York, NY",onsite,New York,Mid-Senior,"$90,000 - $160,000 + equity (OTE $160K-$225K)",likely-live,"Owns deployment + early adoption, informs product roadmap post-sale; domain + strategy fit, not heavy coding.",https://job-boards.greenhouse.io/hebbia/jobs/4683104005
Hebbia,Forward Deployed Banker (AI Strategist),forward-deployed,"New York, NY",onsite,New York,Mid-Senior,"$90,000 - $160,000 + equity",likely-live,Domain-expert AI strategist owning deployment and adoption; strong for finance/domain + writing background.,https://job-boards.greenhouse.io/hebbia/jobs/4683103005
Caylent,Agentic Architect,forward-deployed,North America (Remote),remote,Remote,Senior,"CAD $163,000 - $182,000",likely-live,"Strategic/architectural lead on AI engagements (paired with FDE for hands-on build); shapes strategy, maps outcomes to value, guides execs - light-coding.",https://job-boards.greenhouse.io/caylent/jobs/5969995004
Hightouch,"Lead Product Manager, Agentic Personalization",product,San Francisco / Remote,remote,San Francisco,Lead,"$240,000 - $320,000",likely-live,"Founding PM for agentic personalization pillar; heavy customer discovery, enterprise interviews, GTM shaping - directly matches product-research profile.",https://job-boards.greenhouse.io/hightouch/jobs/5834919004
Hightouch,"Product Lead, Agentic Ads Platform",product,Remote (US),remote,Remote,Lead,,likely-live,Product lead defining agentic ads platform; 0-to-1 product with customer discovery and cross-functional alignment.,https://job-boards.greenhouse.io/hightouch/jobs/5970143004
Salesforce,Forward Deployed Product Manager,forward-deployed,United States,unknown,Multiple,Senior,,uncertain,FDPM in Salesforce's Agentforce/AI org bridging product and customer deployment pods.,https://careers.salesforce.com/en/jobs/jr339744/forward-deployed-product-manager/
cBEYONData / SMX (ESS),AI Solutions Lead - Hands-on Delivery,delivery-program,United States,unknown,Multiple,Senior,,uncertain,Leads small AI cell enabling/accelerating AI adoption across project teams; delivery + program-ops leadership. Likely gov/enterprise context.,https://job-boards.greenhouse.io/ess/jobs/7564690003
